Comment,Designator,Footprint,LCSC Part #
0.1uF,C5,C0402,
1R,R3,R0402,C25147
1uF/50V,C2 C3,C0805,
2.1R,R4,R0402,
4.2R,R5,R0402,C270601
6.8uH/2A,L1,L5.4X5.2,
8.2R,R1 R6,R0402,
10k,R2,R0402,
22uF/10V,C1,C1206,
DSHP04TS-S,S1,DSHP04TSS,
JST-PH-2_SMD/90SMD,P1,S2B-PH-SM4,C968533
PMEG4010ER,D1,SOD123-F,
TPS61169DCKR,PS1,SOT65P210X110-5N,
TERMINAL_2_54_2P,T1 T2,TERMINAL_2_54_2P,C474920
